



              Maximum Pseudo-likelihood Estimation of Species Trees (MPEST_2.0)  

                                     by

                                  Liang Liu

                          Department of Statistics
                            University of Georgia
                                 lliu@uga.edu

                 Distributed under the GNU General Public License

	round 1000 		loglike -18662.507795 	....completed....
	round 59000 		loglike -9289.702146 	....completed....
	round 60000 		loglike -9289.702146 	....completed....
	round 61000 		loglike -9289.702143 	....completed....
	round 62000 		loglike -9289.702143 	....completed....
	round 63000 		loglike -9289.702143 	....completed....
	round 64000 		loglike -9289.702143 	....completed....
	round 65000 		loglike -9289.702143 	....completed....
	round 66000 		loglike -9289.702143 	....completed....
	round 67000 		loglike -9289.702143 	....completed....
	round 68000 		loglike -9289.702143 	....completed....
	round 69000 		loglike -9289.702143 	....completed....
	round 70000 		loglike -9289.702143 	....completed....
	round 71000 		loglike -9289.702143 	....completed....
	round 72000 		loglike -9289.702143 	....completed....
	round 73000 		loglike -9289.702143 	....completed....
	round 74000 		loglike -9289.702143 	....completed....
	round 75000 		loglike -9289.702143 	....completed....
	round 76000 		loglike -9289.702143 	....completed....
	round 77000 		loglike -9289.702143 	....completed....
	round 78000 		loglike -9289.702143 	....completed....
	round 79000 		loglike -9289.702143 	....completed....
	round 80000 		loglike -9289.702143 	....completed....
	round 81000 		loglike -9289.702143 	....completed....
	round 82000 		loglike -9289.702143 	....completed....
	round 83000 		loglike -9289.702143 	....completed....
			Analysis completed in less than 1 second
	round 1000 		loglike -18490.137374 	....completed....
	round 2000 		loglike -12136.997370 	....completed....
	round 3000 		loglike -10570.225868 	....completed....
	round 4000 		loglike -9836.354901 	....completed....
	round 5000 		loglike -9492.637866 	....completed....
	round 6000 		loglike -9366.135487 	....completed....
	round 7000 		loglike -9327.232487 	....completed....
	round 8000 		loglike -9305.191725 	....completed....
	round 9000 		loglike -9289.702422 	....completed....
	round 10000 		loglike -9289.702408 	....completed....
	round 11000 		loglike -9289.702373 	....completed....
	round 12000 		loglike -9289.702371 	....completed....
	round 13000 		loglike -9289.702146 	....completed....
	round 14000 		loglike -9289.702146 	....completed....
	round 15000 		loglike -9289.702146 	....completed....
	round 16000 		loglike -9289.702146 	....completed....
	round 17000 		loglike -9289.702146 	....completed....
	round 18000 		loglike -9289.702146 	....completed....
	round 19000 		loglike -9289.702146 	....completed....
	round 20000 		loglike -9289.702146 	....completed....
	round 21000 		loglike -9289.702146 	....completed....
	round 22000 		loglike -9289.702146 	....completed....
	round 23000 		loglike -9289.702146 	....completed....
	round 24000 		loglike -9289.702146 	....completed....
	round 25000 		loglike -9289.702146 	....completed....
	round 26000 		loglike -9289.702146 	....completed....
	round 27000 		loglike -9289.702146 	....completed....
	round 28000 		loglike -9289.702146 	....completed....
	round 29000 		loglike -9289.702146 	....completed....
	round 30000 		loglike -9289.702146 	....completed....
	round 31000 		loglike -9289.702146 	....completed....
	round 32000 		loglike -9289.702146 	....completed....
	round 33000 		loglike -9289.702146 	....completed....
	round 34000 		loglike -9289.702146 	....completed....
	round 35000 		loglike -9289.702143 	....completed....
	round 36000 		loglike -9289.702143 	....completed....
	round 37000 		loglike -9289.702143 	....completed....
	round 38000 		loglike -9289.702143 	....completed....
	round 39000 		loglike -9289.702143 	....completed....
	round 40000 		loglike -9289.702143 	....completed....
	round 41000 		loglike -9289.702143 	....completed....
	round 42000 		loglike -9289.702143 	....completed....
	round 43000 		loglike -9289.702143 	....completed....
	round 44000 		loglike -9289.702143 	....completed....
	round 45000 		loglike -9289.702143 	....completed....
	round 46000 		loglike -9289.702143 	....completed....
	round 47000 		loglike -9289.702143 	....completed....
	round 48000 		loglike -9289.702143 	....completed....
	round 49000 		loglike -9289.702143 	....completed....
	round 50000 		loglike -9289.702143 	....completed....
	round 51000 		loglike -9289.702143 	....completed....
	round 52000 		loglike -9289.702143 	....completed....
	round 53000 		loglike -9289.702143 	....completed....
	round 54000 		loglike -9289.702143 	....completed....
	round 55000 		loglike -9289.702143 	....completed....
	round 56000 		loglike -9289.702143 	....completed....
	round 57000 		loglike -9289.702143 	....completed....
			Analysis completed in less than 1 second
